"Date","UNRATE","FEDFUNDS","TB3MS","CPIAUCSL","M1SL","GDPDEF","GDP","GPDI","TWEXBMTH","SP500"
1963-01-01,5.7,2.92,2.91,30.44,148.3,17.134,621.672,99.689,NA,NA
1963-02-01,5.9,3,2.92,30.48,148.9,NA,NA,NA,NA,NA
1963-03-01,5.7,2.98,2.89,30.51,149.2,NA,NA,NA,NA,NA
1963-04-01,5.7,2.9,2.9,30.48,149.7,17.164,629.752,101.65,NA,NA
1963-05-01,5.9,3,2.93,30.51,150.4,NA,NA,NA,NA,NA
1963-06-01,5.6,2.99,2.99,30.61,150.4,NA,NA,NA,NA,NA
1963-07-01,5.6,3.02,3.18,30.69,151.3,17.187,644.444,104.612,NA,NA
1963-08-01,5.4,3.49,3.32,30.75,151.8,NA,NA,NA,NA,NA
1963-09-01,5.5,3.48,3.38,30.72,152,NA,NA,NA,NA,NA
1963-10-01,5.5,3.5,3.45,30.75,152.6,17.326,653.938,107.189,NA,NA
1963-11-01,5.7,3.48,3.52,30.78,153.6,NA,NA,NA,NA,NA
1963-12-01,5.5,3.38,3.52,30.88,153.3,NA,NA,NA,NA,NA
1964-01-01,5.6,3.48,3.52,30.94,153.7,17.381,669.822,110.474,NA,NA
1964-02-01,5.4,3.48,3.53,30.91,154.3,NA,NA,NA,NA,NA
1964-03-01,5.4,3.43,3.54,30.94,154.5,NA,NA,NA,NA,NA
1964-04-01,5.3,3.47,3.47,30.95,154.8,17.421,678.674,110.518,NA,NA
1964-05-01,5.1,3.5,3.48,30.98,155.3,NA,NA,NA,NA,NA
1964-06-01,5.2,3.5,3.48,31.01,155.6,NA,NA,NA,NA,NA
1964-07-01,4.9,3.42,3.46,31.02,156.8,17.49,692.031,112.631,NA,NA
1964-08-01,5,3.5,3.5,31.05,157.8,NA,NA,NA,NA,NA
1964-09-01,5.1,3.45,3.53,31.08,158.7,NA,NA,NA,NA,NA
1964-10-01,5.1,3.36,3.57,31.12,159.2,17.57,697.319,114.984,NA,NA
1964-11-01,4.8,3.52,3.64,31.21,160,NA,NA,NA,NA,NA
1964-12-01,5,3.85,3.84,31.25,160.3,NA,NA,NA,NA,NA
1965-01-01,4.9,3.9,3.81,31.28,160.7,17.658,717.79,126.542,NA,NA
1965-02-01,5.1,3.98,3.93,31.28,160.9,NA,NA,NA,NA,NA
1965-03-01,4.7,4.05,3.93,31.31,161.5,NA,NA,NA,NA,NA
1965-04-01,4.8,4.09,3.93,31.38,162,17.739,730.191,127.052,NA,NA
1965-05-01,4.6,4.1,3.89,31.48,161.7,NA,NA,NA,NA,NA
1965-06-01,4.6,4.05,3.8,31.61,162.2,NA,NA,NA,NA,NA
1965-07-01,4.4,4.09,3.84,31.58,163,17.808,749.323,131.237,NA,NA
1965-08-01,4.4,4.12,3.84,31.55,163.7,NA,NA,NA,NA,NA
1965-09-01,4.3,4.02,3.92,31.62,164.8,NA,NA,NA,NA,NA
1965-10-01,4.2,4.08,4.03,31.65,166,17.93,771.857,133.752,NA,NA
1965-11-01,4.1,4.1,4.09,31.75,166.7,NA,NA,NA,NA,NA
1965-12-01,4,4.32,4.38,31.85,167.8,NA,NA,NA,NA,NA
1966-01-01,4,4.42,4.59,31.88,169.1,18.046,795.734,144.2,NA,NA
1966-02-01,3.8,4.6,4.65,32.08,169.6,NA,NA,NA,NA,NA
1966-03-01,3.8,4.66,4.59,32.18,170.5,NA,NA,NA,NA,NA
1966-04-01,3.8,4.67,4.62,32.28,171.8,18.193,804.981,143.501,NA,NA
1966-05-01,3.9,4.9,4.64,32.35,171.3,NA,NA,NA,NA,NA
1966-06-01,3.8,5.17,4.5,32.38,171.6,NA,NA,NA,NA,NA
1966-07-01,3.8,5.3,4.8,32.45,170.3,18.369,819.638,143.194,NA,NA
1966-08-01,3.8,5.53,4.96,32.65,170.8,NA,NA,NA,NA,NA
1966-09-01,3.7,5.4,5.37,32.75,172,NA,NA,NA,NA,NA
1966-10-01,3.7,5.53,5.35,32.85,171.2,18.523,833.302,145.855,NA,NA
1966-11-01,3.6,5.76,5.32,32.88,171.4,NA,NA,NA,NA,NA
1966-12-01,3.8,5.4,4.96,32.92,172,NA,NA,NA,NA,NA
1967-01-01,3.9,4.94,4.72,32.9,171.9,18.6,844.17,142.811,NA,NA
1967-02-01,3.8,5,4.56,33,173,NA,NA,NA,NA,NA
1967-03-01,3.8,4.53,4.26,33,174.8,NA,NA,NA,NA,NA
1967-04-01,3.8,4.05,3.84,33.1,174.2,18.695,848.983,137.495,NA,NA
1967-05-01,3.8,3.94,3.6,33.1,175.7,NA,NA,NA,NA,NA
1967-06-01,3.9,3.98,3.54,33.3,177,NA,NA,NA,NA,NA
1967-07-01,3.8,3.79,4.21,33.4,178.1,18.874,865.233,142.835,NA,NA
1967-08-01,3.8,3.9,4.27,33.5,179.7,NA,NA,NA,NA,NA
1967-09-01,3.8,3.99,4.42,33.6,180.7,NA,NA,NA,NA,NA
1967-10-01,4,3.88,4.56,33.7,181.6,19.084,881.439,147.653,NA,NA
1967-11-01,3.9,4.13,4.73,33.9,182.4,NA,NA,NA,NA,NA
1967-12-01,3.8,4.51,4.97,34,183.3,NA,NA,NA,NA,NA
1968-01-01,3.7,4.61,5,34.1,184.3,19.295,909.387,152.288,NA,NA
1968-02-01,3.8,4.71,4.98,34.2,184.7,NA,NA,NA,NA,NA
1968-03-01,3.7,5.05,5.17,34.3,185.5,NA,NA,NA,NA,NA
1968-04-01,3.5,5.76,5.38,34.4,186.6,19.499,934.344,158.943,NA,NA
1968-05-01,3.5,6.12,5.66,34.5,188,NA,NA,NA,NA,NA
1968-06-01,3.7,6.07,5.52,34.7,189.4,NA,NA,NA,NA,NA
1968-07-01,3.7,6.03,5.31,34.9,190.5,19.69,950.825,155.683,NA,NA
1968-08-01,3.5,6.03,5.09,35,191.8,NA,NA,NA,NA,NA
1968-09-01,3.4,5.78,5.19,35.1,192.7,NA,NA,NA,NA,NA
1968-10-01,3.4,5.91,5.35,35.3,194,19.968,968.03,160.76,NA,NA
1968-11-01,3.4,5.82,5.45,35.4,196,NA,NA,NA,NA,NA
1968-12-01,3.4,6.02,5.96,35.6,197.4,NA,NA,NA,NA,NA
1969-01-01,3.4,6.3,6.14,35.7,198.7,20.174,993.337,172.388,NA,NA
1969-02-01,3.4,6.61,6.12,35.8,199.3,NA,NA,NA,NA,NA
1969-03-01,3.4,6.79,6.02,36.1,200,NA,NA,NA,NA,NA
1969-04-01,3.4,7.41,6.11,36.3,200.7,20.431,1009.02,172.721,NA,NA
1969-05-01,3.4,8.67,6.04,36.4,200.8,NA,NA,NA,NA,NA
1969-06-01,3.5,8.9,6.44,36.6,201.3,NA,NA,NA,NA,NA
1969-07-01,3.5,8.61,7,36.8,201.7,20.718,1029.956,177.564,NA,NA
1969-08-01,3.5,9.19,6.98,36.9,201.7,NA,NA,NA,NA,NA
1969-09-01,3.7,9.15,7.09,37.1,202.1,NA,NA,NA,NA,NA
1969-10-01,3.7,9,7,37.3,202.9,20.985,1038.147,171.573,NA,NA
1969-11-01,3.5,8.85,7.24,37.5,203.6,NA,NA,NA,NA,NA
1969-12-01,3.5,8.97,7.82,37.7,203.9,NA,NA,NA,NA,NA
1970-01-01,3.9,8.98,7.87,37.9,206.2,21.28,1051.2,168.113,NA,NA
1970-02-01,4.2,8.98,7.13,38.1,205,NA,NA,NA,NA,NA
1970-03-01,4.4,7.76,6.63,38.3,205.7,NA,NA,NA,NA,NA
1970-04-01,4.6,8.1,6.51,38.5,206.7,21.577,1067.375,171.455,NA,NA
1970-05-01,4.8,7.95,6.84,38.6,207.2,NA,NA,NA,NA,NA
1970-06-01,4.9,7.61,6.68,38.8,207.6,NA,NA,NA,NA,NA
1970-07-01,5,7.21,6.45,38.9,208,21.754,1086.059,173.904,NA,NA
1970-08-01,5.1,6.62,6.41,39,209.9,NA,NA,NA,NA,NA
1970-09-01,5.4,6.29,6.12,39.2,211.8,NA,NA,NA,NA,NA
1970-10-01,5.5,6.2,5.91,39.4,212.9,22.042,1088.608,166.754,NA,NA
1970-11-01,5.9,5.6,5.28,39.6,213.7,NA,NA,NA,NA,NA
1970-12-01,6.1,4.9,4.87,39.8,214.4,NA,NA,NA,NA,NA
1971-01-01,5.9,4.14,4.44,39.9,215.5,22.376,1135.156,189.495,NA,NA
1971-02-01,5.9,3.72,3.7,39.9,217.4,NA,NA,NA,NA,NA
1971-03-01,6,3.71,3.38,40,218.8,NA,NA,NA,NA,NA
1971-04-01,5.9,4.16,3.86,40.1,220,22.67,1156.271,197.329,NA,NA
1971-05-01,5.9,4.63,4.14,40.3,222,NA,NA,NA,NA,NA
1971-06-01,5.9,4.91,4.75,40.5,223.5,NA,NA,NA,NA,NA
1971-07-01,6,5.31,5.4,40.6,224.9,22.901,1177.675,202.058,NA,NA
1971-08-01,6.1,5.57,4.94,40.7,225.6,NA,NA,NA,NA,NA
1971-09-01,6,5.55,4.69,40.8,226.5,NA,NA,NA,NA,NA
1971-10-01,5.8,5.2,4.46,40.9,227.2,23.092,1190.297,198.411,NA,NA
1971-11-01,6,4.91,4.22,41,227.8,NA,NA,NA,NA,NA
1971-12-01,6,4.14,4.01,41.1,228.3,NA,NA,NA,NA,NA
1972-01-01,5.8,3.51,3.38,41.2,230.1,23.443,1230.609,212.968,NA,NA
1972-02-01,5.7,3.3,3.2,41.4,232.3,NA,NA,NA,NA,NA
1972-03-01,5.8,3.83,3.73,41.4,234.3,NA,NA,NA,NA,NA
1972-04-01,5.7,4.17,3.71,41.5,235.6,23.589,1266.369,226.798,NA,NA
1972-05-01,5.7,4.27,3.69,41.6,235.9,NA,NA,NA,NA,NA
1972-06-01,5.7,4.46,3.91,41.7,236.6,NA,NA,NA,NA,NA
1972-07-01,5.6,4.55,3.98,41.8,238.8,23.815,1290.566,233.09,NA,NA
1972-08-01,5.6,4.81,4.02,41.9,240.9,NA,NA,NA,NA,NA
1972-09-01,5.5,4.87,4.66,42.1,243.2,NA,NA,NA,NA,NA
1972-10-01,5.6,5.05,4.74,42.2,245,24.118,1328.904,239.715,NA,NA
1972-11-01,5.3,5.06,4.78,42.4,246.4,NA,NA,NA,NA,NA
1972-12-01,5.2,5.33,5.07,42.5,249.2,NA,NA,NA,NA,NA
1973-01-01,4.9,5.94,5.41,42.7,251.5,24.396,1377.49,254.313,33.9689,NA
1973-02-01,5,6.58,5.6,43,252.2,NA,NA,NA,32.5799,NA
1973-03-01,4.9,7.09,6.09,43.4,251.7,NA,NA,NA,31.5849,NA
1973-04-01,5,7.12,6.26,43.7,252.7,24.771,1413.887,268.196,31.7681,NA
1973-05-01,4.9,7.84,6.36,43.9,254.9,NA,NA,NA,31.5727,NA
1973-06-01,4.9,8.49,7.19,44.2,256.7,NA,NA,NA,31.0864,NA
1973-07-01,4.8,10.4,8.01,44.2,257.5,25.254,1433.838,264.335,30.638,NA
1973-08-01,4.8,10.5,8.67,45,257.7,NA,NA,NA,30.9817,NA
1973-09-01,4.8,10.78,8.29,45.2,257.9,NA,NA,NA,31.0687,NA
1973-10-01,4.6,10.01,7.22,45.6,259,25.757,1476.289,280.858,30.9637,NA
1973-11-01,4.8,10.03,7.83,45.9,261,NA,NA,NA,31.9322,NA
1973-12-01,4.9,9.95,7.45,46.3,262.9,NA,NA,NA,32.3099,NA
1974-01-01,5.1,9.65,7.77,46.8,263.8,26.243,1491.209,268.361,33.2966,NA
1974-02-01,5.2,8.97,7.12,47.3,265.3,NA,NA,NA,32.7832,NA
1974-03-01,5.1,9.35,7.96,47.8,266.7,NA,NA,NA,32.2859,NA
1974-04-01,5.1,10.51,8.33,48.1,267.2,26.863,1530.056,277.391,31.9676,NA
1974-05-01,5.1,11.31,8.23,48.6,267.6,NA,NA,NA,31.7863,NA
1974-06-01,5.4,11.93,7.9,49,268.5,NA,NA,NA,32.1004,NA
1974-07-01,5.5,12.92,7.55,49.3,269.3,27.65,1560.026,271.013,32.3673,NA
1974-08-01,5.5,12.01,8.96,49.9,270.1,NA,NA,NA,32.817,NA
1974-09-01,5.9,11.34,8.06,50.6,271,NA,NA,NA,32.98,NA
1974-10-01,6,10.06,7.46,51,272.3,28.463,1599.679,281.339,32.9278,NA
1974-11-01,6.6,9.45,7.47,51.5,273.7,NA,NA,NA,32.8329,NA
1974-12-01,7.2,8.53,7.15,51.9,274.2,NA,NA,NA,32.835,NA
1975-01-01,8.1,7.13,6.26,52.3,273.9,29.11,1616.116,244.306,32.6697,NA
1975-02-01,8.1,6.24,5.5,52.6,275,NA,NA,NA,32.3875,NA
1975-03-01,8.6,5.54,5.49,52.8,276.4,NA,NA,NA,32.2864,NA
1975-04-01,8.8,5.49,5.61,53,276.2,29.543,1651.853,243.281,32.7536,NA
1975-05-01,9,5.22,5.23,53.1,279.2,NA,NA,NA,32.8936,NA
1975-06-01,8.8,5.55,5.34,53.5,282.4,NA,NA,NA,33.0442,NA
1975-07-01,8.6,6.1,6.13,54,283.7,30.065,1709.82,265.192,33.8632,NA
1975-08-01,8.4,6.14,6.44,54.2,284.1,NA,NA,NA,34.4933,NA
1975-09-01,8.4,6.24,6.42,54.6,285.7,NA,NA,NA,34.802,NA
1975-10-01,8.4,5.82,5.96,54.9,285.4,30.568,1761.831,276.236,34.8849,NA
1975-11-01,8.3,5.22,5.48,55.3,286.8,NA,NA,NA,34.898,NA
1975-12-01,8.2,5.2,5.44,55.6,287.1,NA,NA,NA,35.1408,NA
1976-01-01,7.9,4.87,4.87,55.8,288.4,30.891,1820.487,304.638,35.0989,NA
1976-02-01,7.7,4.77,4.88,55.9,290.8,NA,NA,NA,35.0785,NA
1976-03-01,7.6,4.84,5,56,292.7,NA,NA,NA,35.3543,NA
1976-04-01,7.7,4.82,4.86,56.1,294.7,31.202,1852.332,322.303,35.579,NA
1976-05-01,7.4,5.29,5.2,56.4,295.9,NA,NA,NA,35.6959,NA
1976-06-01,7.6,5.48,5.41,56.7,296.2,NA,NA,NA,35.8105,NA
1976-07-01,7.8,5.31,5.23,57,297.2,31.605,1886.558,328.307,35.6818,NA
1976-08-01,7.8,5.29,5.14,57.3,299,NA,NA,NA,35.6569,NA
1976-09-01,7.6,5.25,5.08,57.6,299.6,NA,NA,NA,36.0674,NA
1976-10-01,7.7,5.02,4.92,57.9,302,32.172,1934.273,337.65,36.3137,NA
1976-11-01,7.8,4.95,4.75,58.1,303.6,NA,NA,NA,36.7548,NA
1976-12-01,7.8,4.65,4.35,58.4,306.2,NA,NA,NA,36.8179,NA
1977-01-01,7.5,4.61,4.62,58.7,308.3,32.69,1988.648,360.313,36.7763,NA
1977-02-01,7.6,4.68,4.67,59.3,311.5,NA,NA,NA,36.9765,NA
1977-03-01,7.4,4.69,4.6,59.6,313.9,NA,NA,NA,37.0694,NA
1977-04-01,7.2,4.73,4.54,60,316,33.151,2055.909,389.703,36.97,NA
1977-05-01,7,5.35,4.96,60.2,317.2,NA,NA,NA,37.0205,NA
1977-06-01,7.2,5.39,5.02,60.5,318.8,NA,NA,NA,37.0311,NA
1977-07-01,6.9,5.42,5.19,60.8,320.2,33.554,2118.473,414.134,36.771,NA
1977-08-01,7,5.9,5.49,61.1,322.3,NA,NA,NA,37.0361,NA
1977-09-01,6.8,6.14,5.81,61.3,324.5,NA,NA,NA,37.1626,NA
1977-10-01,6.8,6.47,6.16,61.6,326.4,34.279,2164.27,422.299,36.889,NA
1977-11-01,6.8,6.51,6.1,62,328.6,NA,NA,NA,36.6512,NA
1977-12-01,6.4,6.56,6.07,62.3,330.9,NA,NA,NA,36.1587,NA
1978-01-01,6.4,6.7,6.44,62.7,334.4,34.778,2202.76,434.799,35.9432,NA
1978-02-01,6.3,6.78,6.45,63,335.3,NA,NA,NA,35.9357,NA
1978-03-01,6.3,6.79,6.29,63.4,337,NA,NA,NA,35.7324,NA
1978-04-01,6.1,6.89,6.29,63.9,339.9,35.443,2331.633,470.584,35.6907,NA
1978-05-01,6,7.36,6.41,64.5,344.9,NA,NA,NA,35.9918,NA
1978-06-01,5.9,7.6,6.73,65,346.9,NA,NA,NA,35.5401,NA
1978-07-01,6.2,7.81,7.01,65.5,347.6,36.044,2395.053,492.368,34.8406,NA
1978-08-01,5.9,8.04,7.08,65.9,349.6,NA,NA,NA,34.2486,NA
1978-09-01,6,8.45,7.85,66.5,352.2,NA,NA,NA,34.3306,NA
1978-10-01,5.8,8.96,7.99,67.1,353.3,36.782,2476.949,515.755,33.7305,NA
1978-11-01,5.9,9.76,8.64,67.5,355.4,NA,NA,NA,34.4819,NA
1978-12-01,6,10.03,9.08,67.9,357.3,NA,NA,NA,34.6557,NA
1979-01-01,5.9,10.07,9.35,68.5,358.6,37.452,2526.61,525.809,34.656,NA
1979-02-01,5.9,10.06,9.32,69.2,359.9,NA,NA,NA,34.8596,NA
1979-03-01,5.8,10.09,9.48,69.9,362.5,NA,NA,NA,34.9715,NA
1979-04-01,5.8,10.01,9.46,70.6,368,38.37,2591.247,539.293,35.3069,NA
1979-05-01,5.6,10.24,9.61,71.4,369.6,NA,NA,NA,35.5728,NA
1979-06-01,5.7,10.29,9.06,72.2,373.4,NA,NA,NA,35.5731,NA
1979-07-01,5.7,10.47,9.24,73,377.2,39.208,2667.565,545.621,35.0481,NA
1979-08-01,6,10.94,9.52,73.7,378.8,NA,NA,NA,35.2184,NA
1979-09-01,5.9,11.43,10.26,74.4,379.3,NA,NA,NA,35.2723,NA
1979-10-01,6,13.77,11.7,75.2,380.8,39.936,2723.883,547.875,35.724,NA
1979-11-01,5.9,13.18,11.79,76,380.8,NA,NA,NA,36.2129,NA
1979-12-01,6,13.78,12.04,76.9,381.8,NA,NA,NA,35.885,NA
1980-01-01,6.3,13.82,12,78,385.8,40.775,2789.842,554.562,35.86,NA
1980-02-01,6.3,14.13,12.86,79,390.1,NA,NA,NA,36.2089,NA
1980-03-01,6.3,17.19,15.2,80.1,388.4,NA,NA,NA,37.1465,NA
1980-04-01,6.9,17.61,13.2,80.9,383.8,41.745,2797.352,519.294,37.4326,NA
1980-05-01,7.5,10.98,8.58,81.7,384.8,NA,NA,NA,36.259,NA
1980-06-01,7.6,9.47,7.07,82.5,389.1,NA,NA,NA,35.6922,NA
1980-07-01,7.8,9.03,8.06,82.6,394,42.678,2856.483,495.071,35.7021,NA
1980-08-01,7.7,9.61,9.13,83.2,399.2,NA,NA,NA,36.1026,NA
1980-09-01,7.5,10.87,10.27,83.9,404.8,NA,NA,NA,35.8811,NA
1980-10-01,7.5,12.81,11.62,84.7,409,43.79,2985.557,551.472,36.0536,NA
1980-11-01,7.5,15.85,13.73,85.6,410.7,NA,NA,NA,36.7653,NA
1980-12-01,7.2,18.9,15.49,86.4,408.5,NA,NA,NA,37.1358,NA
1981-01-01,7.5,19.08,15.02,87.2,411.3,44.943,3124.206,619.381,37.0637,NA
1981-02-01,7.4,15.93,14.79,88,414.8,NA,NA,NA,38.05,NA
1981-03-01,7.4,14.7,13.36,88.6,419,NA,NA,NA,38.2959,NA
1981-04-01,7.2,15.72,13.69,89.1,427.4,45.834,3162.532,609.843,39.0399,NA
1981-05-01,7.5,18.52,16.3,89.7,424.7,NA,NA,NA,40.1449,NA
1981-06-01,7.5,19.1,14.73,90.5,425.2,NA,NA,NA,40.9463,NA
1981-07-01,7.2,19.04,14.95,91.5,426.9,46.696,3260.609,652.297,41.8342,NA
1981-08-01,7.4,17.82,15.51,92.2,426.9,NA,NA,NA,42.5119,NA
1981-09-01,7.6,15.87,14.7,93.1,427,NA,NA,NA,41.8378,NA
1981-10-01,7.9,15.08,13.54,93.4,428.4,47.503,3280.818,643.395,41.7382,NA
1981-11-01,8.3,13.31,10.86,93.8,431.3,NA,NA,NA,41.2352,NA
1981-12-01,8.5,12.37,10.85,94.1,436.7,NA,NA,NA,41.4273,NA
1982-01-01,8.6,13.22,12.28,94.4,442.7,48.157,3274.302,588.318,42.1104,NA
1982-02-01,8.9,14.78,13.48,94.7,441.9,NA,NA,NA,43.5598,NA
1982-03-01,9,14.68,12.68,94.7,442.7,NA,NA,NA,44.8249,NA
1982-04-01,9.3,14.94,12.7,95,447.1,48.783,3331.972,593.621,45.2875,NA
1982-05-01,9.4,14.45,12.09,95.9,446.7,NA,NA,NA,44.8653,NA
1982-06-01,9.6,14.15,12.47,97,447.5,NA,NA,NA,46.8101,NA
1982-07-01,9.8,12.59,11.35,97.5,448,49.475,3366.322,592.954,47.5219,NA
1982-08-01,9.8,10.12,8.68,97.7,451.4,NA,NA,NA,48.6651,NA
1982-09-01,10.1,10.31,7.92,97.7,456.9,NA,NA,NA,49.1017,NA
1982-10-01,10.4,9.71,7.71,98.1,464.5,49.987,3402.561,549.242,49.8821,NA
1982-11-01,10.8,9.2,8.07,98,471.5,NA,NA,NA,50.078,NA
1982-12-01,10.8,8.95,7.94,97.7,474.8,NA,NA,NA,49.2939,NA
1983-01-01,10.4,8.68,7.86,97.9,477.2,50.364,3473.413,565.52,49.2986,NA
1983-02-01,10.4,8.51,8.11,98,484.3,NA,NA,NA,50.1162,NA
1983-03-01,10.3,8.77,8.35,98.1,490.6,NA,NA,NA,50.7947,NA
1983-04-01,10.2,8.8,8.21,98.8,493.2,50.739,3578.848,613.783,51.5031,NA
1983-05-01,10.1,8.63,8.19,99.2,500,NA,NA,NA,51.681,NA
1983-06-01,10.1,8.98,8.79,99.4,504,NA,NA,NA,52.7268,NA
1983-07-01,9.4,9.37,9.08,99.8,507.8,51.278,3689.179,652.269,53.2555,NA
1983-08-01,9.5,9.56,9.34,100.1,510.5,NA,NA,NA,54.25,NA
1983-09-01,9.2,9.45,9,100.4,512.8,NA,NA,NA,54.588,NA
1983-10-01,8.8,9.48,8.64,100.8,517.2,51.667,3794.706,718.496,54.3601,NA
1983-11-01,8.5,9.34,8.76,101.1,519,NA,NA,NA,55.1389,NA
1983-12-01,8.3,9.47,9,101.4,521.4,NA,NA,NA,55.9662,NA
1984-01-01,8,9.56,8.9,102.1,525.1,52.19,3908.054,790.872,56.6598,NA
1984-02-01,7.8,9.59,9.09,102.6,527.5,NA,NA,NA,56.4816,NA
1984-03-01,7.8,9.91,9.52,102.9,531.4,NA,NA,NA,56.2779,NA
1984-04-01,7.7,10.29,9.69,103.3,535,52.636,4009.601,818.894,57.013,NA
1984-05-01,7.4,10.32,9.83,103.5,536.7,NA,NA,NA,58.3156,NA
1984-06-01,7.2,11.06,9.87,103.7,540.2,NA,NA,NA,59.0032,NA
1984-07-01,7.5,11.23,10.12,104.1,540.9,53.104,4084.25,838.852,60.7986,NA
1984-08-01,7.5,11.64,10.47,104.4,541,NA,NA,NA,61.1534,NA
1984-09-01,7.3,11.3,10.37,104.7,543.1,NA,NA,NA,62.8506,NA
1984-10-01,7.4,9.99,9.74,105.1,543.7,53.501,4148.551,831.741,63.849,NA
1984-11-01,7.2,9.43,8.61,105.3,547.5,NA,NA,NA,63.7735,NA
1984-12-01,7.3,8.38,8.06,105.5,551.6,NA,NA,NA,65.1475,NA
1985-01-01,7.3,8.35,7.76,105.7,557,54.03,4230.168,809.865,66.5187,NA
1985-02-01,7.2,8.5,8.27,106.3,563.6,NA,NA,NA,68.5337,NA
1985-03-01,7.2,8.58,8.52,106.8,566.6,NA,NA,NA,69.2367,NA
1985-04-01,7.3,8.27,7.95,107,570.4,54.378,4294.887,827.04,67.8008,NA
1985-05-01,7.2,7.97,7.48,107.2,575.1,NA,NA,NA,68.3559,NA
1985-06-01,7.4,7.53,6.95,107.5,582.3,NA,NA,NA,68.2042,NA
1985-07-01,7.4,7.88,7.08,107.7,589.1,54.706,4386.773,822.157,67.0258,NA
1985-08-01,7.1,7.9,7.14,107.9,596.2,NA,NA,NA,67.0263,NA
1985-09-01,7.1,7.92,7.1,108.1,603.3,NA,NA,NA,67.7718,NA
1985-10-01,7.1,7.99,7.16,108.5,607.8,55.012,4444.094,859.545,65.4388,NA
1985-11-01,7,8.05,7.24,109,612.2,NA,NA,NA,64.9168,NA
1985-12-01,7,8.27,7.1,109.5,619.8,NA,NA,NA,65.0381,NA
1986-01-01,6.7,8.14,7.07,109.9,621.4,55.286,4507.894,863.457,64.9783,NA
1986-02-01,7.2,7.86,7.06,109.7,625.2,NA,NA,NA,63.5747,NA
1986-03-01,7.2,7.48,6.56,109.1,633.5,NA,NA,NA,62.9331,NA
1986-04-01,7.1,6.99,6.06,108.7,641,55.495,4545.34,855.237,62.7122,NA
1986-05-01,7.2,6.85,6.15,109,652,NA,NA,NA,61.8118,NA
1986-06-01,7.2,6.92,6.21,109.4,660.6,NA,NA,NA,62.3251,NA
1986-07-01,7,6.56,5.83,109.5,670.3,55.723,4607.669,835.832,61.4561,NA
1986-08-01,6.9,6.17,5.53,109.6,678.7,NA,NA,NA,60.9089,NA
1986-09-01,7,5.89,5.21,110,687.4,NA,NA,NA,61.1942,NA
1986-10-01,7,5.85,5.18,110.2,694.9,56.026,4657.627,842.063,61.4934,NA
1986-11-01,6.9,6.04,5.35,110.4,705.4,NA,NA,NA,62.3702,NA
1986-12-01,6.6,6.91,5.53,110.8,724.7,NA,NA,NA,62.4267,NA
1987-01-01,6.6,6.43,5.43,111.4,730.2,56.382,4722.156,871.196,60.8462,NA
1987-02-01,6.6,6.1,5.59,111.8,730.7,NA,NA,NA,60.5291,NA
1987-03-01,6.6,6.13,5.59,112.2,733.8,NA,NA,NA,60.4773,NA
1987-04-01,6.3,6.37,5.64,112.7,743.9,56.773,4806.16,874.588,59.7043,NA
1987-05-01,6.3,6.85,5.66,113,745.8,NA,NA,NA,59.6325,NA
1987-06-01,6.2,6.73,5.67,113.5,743.2,NA,NA,NA,60.5782,NA
1987-07-01,6.1,6.58,5.69,113.8,743,57.202,4884.555,876.466,61.6028,NA
1987-08-01,6,6.73,6.04,114.3,744.9,NA,NA,NA,61.638,NA
1987-09-01,5.9,7.22,6.4,114.7,747.6,NA,NA,NA,60.9387,NA
1987-10-01,6,7.29,6.13,115,756.2,57.658,5007.994,946.459,61.0368,NA
1987-11-01,5.8,6.69,5.69,115.4,753.2,NA,NA,NA,59.4714,NA
1987-12-01,5.7,6.77,5.77,115.6,750.2,NA,NA,NA,58.6431,NA
1988-01-01,5.7,6.83,5.81,116,756.2,58.11,5073.372,908.569,59.104,NA
1988-02-01,5.7,6.58,5.66,116.2,757.7,NA,NA,NA,59.7802,NA
1988-03-01,5.7,6.58,5.7,116.5,761.8,NA,NA,NA,59.2901,NA
1988-04-01,5.4,6.87,5.91,117.2,768.1,58.676,5190.036,934.525,59.0075,NA
1988-05-01,5.6,7.09,6.26,117.5,771.7,NA,NA,NA,59.4392,NA
1988-06-01,5.4,7.51,6.46,118,778.3,NA,NA,NA,60.5403,NA
1988-07-01,5.4,7.75,6.73,118.5,781.4,59.377,5282.835,942.009,62.1886,NA
1988-08-01,5.6,8.01,7.06,119,783.3,NA,NA,NA,63.0768,NA
1988-09-01,5.4,8.19,7.24,119.5,783.7,NA,NA,NA,63.3727,NA
1988-10-01,5.4,8.3,7.35,119.9,783.3,59.89,5399.509,962.748,62.344,NA
1988-11-01,5.3,8.35,7.76,120.3,784.9,NA,NA,NA,61.3602,NA
1988-12-01,5.3,8.76,8.07,120.7,786.7,NA,NA,NA,61.5591,NA
1989-01-01,5.4,9.12,8.27,121.2,785.7,60.515,5511.253,1005.487,62.9025,NA
1989-02-01,5.2,9.36,8.53,121.6,783.8,NA,NA,NA,63.2856,NA
1989-03-01,5,9.85,8.82,122.2,783,NA,NA,NA,64.3096,NA
1989-04-01,5.2,9.84,8.65,123.1,779.2,61.159,5612.463,1001.047,64.8369,NA
1989-05-01,5.2,9.81,8.43,123.7,775,NA,NA,NA,66.43,NA
1989-06-01,5.3,9.53,8.15,124.1,773.5,NA,NA,NA,68.0355,NA
1989-07-01,5.2,9.24,7.88,124.5,777.8,61.606,5695.365,996.46,67.3819,NA
